url,title,author,publish_date,description,content_length,image_count,banner_filename,tags,crawled_at
https://johnhenry.vn/blogs/xu-huong/modern-office-look-chin-chu-va-phong-khoang,MODERN OFFICE LOOK | CHỈN CHU VÀ PHÓNG KHOÁNG,,2025-10-17,"Giữa nhịp sống năng động của thành thị, phong cách công sở ngày nay không còn bó buộc trong những bộ suit truyền thống. Người đàn ông hiện đại tìm kiếm sự cân bằng giữa chỉn chu và thoải mái, giữa thanh lịch và tự do. MODERN OFFICE LOOK từ JOHN HENRY ra đời để đáp ứng đúng tinh thần ấy. JACKET CITY – SỰ KẾT HỢP GIỮA TI",2368,5,banner_2f547192.jpg,,2025-10-19T09:37:25.699072
https://johnhenry.vn/blogs/xu-huong/shirts-for-the-office-so-mi-y-nghia-danh-tang-ngay-doanh-nhan-viet-n,SHIRTS FOR THE OFFICE | SƠ MI Ý NGHĨA DÀNH TẶNG NGÀY DOANH NHÂN VIỆT NAM,,2025-10-05,"Ngày Doanh nhân Việt Nam đang đến gần – một chiếc sơ mi từ JOHN HENRY không chỉ là món quà tinh tế, mà còn là cách gửi gắm sự trân trọng và lời chúc thành công đến những người bạn, đồng nghiệp và đối tác quan trọng. Với tinh thần lịch lãm và hiện đại, dòng sơ mi công sở JOHN HENRY mang đến cho phái mạnh diện mạo chỉn c",2462,6,banner_c7b8ad90.jpg,,2025-10-19T09:37:33.524761
https://johnhenry.vn/blogs/xu-huong/ao-dam-nu-sang-trong-fwdr25fh04c,SOFT LAYERS OF ELEGANCE | THANH LỊCH TRONG TỪNG LỚP CHẤT LIỆU 🌿​,,2025-10-17,"Sự tinh tế đôi khi đến từ những chi tiết nhỏ — và “Soft Layers of Elegance” chính là minh chứng hoàn hảo cho điều đó.​ ​Thiết kế đầm hai dây kết hợp áo voan mỏng phủ ngoài mang đến vẻ đẹp nhẹ nhàng, nữ tính nhưng vẫn sang trọng và hiện đại.​Phần bèo nhún mềm mại được sắp đặt khéo léo tạo điểm nhấn tinh tế, giúp tôn lên",1310,5,banner_4d73784b.png,,2025-10-19T09:37:40.468303
https://johnhenry.vn/blogs/xu-huong/coastal-chic-polo-dress-fwdr25ss30g,COASTAL CHIC POLO DRESS – NĂNG ĐỘNG & THANH LỊCH TRONG MỌI KHOẢNH KHẮC ​,,2025-09-26,"Không cần quá nhiều layer hay phụ kiện cầu kỳ, nàng vẫn có thể ghi điểm với phong thái phóng khoáng và tinh tế trong chiếc Coastal Chic Polo Dress mới ra mắt từ Freelancer.​​Phom suông thoải mái – mang lại sự tự do, dễ dàng di chuyển cả ngày.​Chi tiết váy xếp ly bản to – điểm nhấn hiện đại, giúp outfit trông vừa",1087,4,banner_5ef0f015.jpg,,2025-10-19T09:37:48.351469
https://johnhenry.vn/blogs/xu-huong/john-henry-fall-winter-2025-khang-dinh-phong-cach-nam-tinh-lich-lam,FALL WINTER ‘25 | Strength in Style,,2025-09-25,"Thời tiết đang dần chuyển mình từ những ngày Thu dịu nhẹ sang không khí se lạnh của mùa Đông. Đây cũng là lúc phong cách của bạn cần được làm mới – nhiều layer hơn, sắc sảo hơn và mạnh mẽ hơn. BST Thu Đông 2025 từ JOHN HENRY chính là lựa chọn hoàn hảo cho phái mạnh yêu thích sự hiện đại, bản lĩnh và tự tin.PHONG CÁCH L",2479,13,banner_02160e22.jpg,,2025-10-19T09:37:55.833796
https://johnhenry.vn/blogs/xu-huong/cap-collection-hoan-thien-phong-cach-voi-diem-nhan-tinh-te,CAP COLLECTION | HOÀN THIỆN PHONG CÁCH VỚI ĐIỂM NHẤN TINH TẾ,,2025-10-15,"Không chỉ là phụ kiện che nắng hay tạo điểm nhấn, mũ lưỡi trai ngày nay đã trở thành biểu tượng của phong cách năng động và cá tính. CAP COLLECTION từ JOHN HENRY mang đến sự kết hợp hoàn hảo giữa nét cổ điển và tinh thần hiện đại – một item nhỏ nhưng đủ sức tạo nên dấu ấn riêng trong outfit của bạn. SỰ KẾT HỢP GIỮA CỔ",2311,6,banner_04f2e79c.jpg,,2025-10-19T09:38:06.387456
https://johnhenry.vn/blogs/xu-huong/casual-fit-easy-style,"CASUAL FIT, EASY STYLE",,2025-09-17,"Khi bạn cần một set đồ vừa thoải mái, vừa đủ ấn tượng để tạo dấu ấn trong ngày dài bận rộn, outfit từ cotton mềm mại sẽ là lựa chọn lý tưởng. Áo khoác khóa kéo kết hợp cùng quần khaki và áo thun trắng mang đến phong cách street style gọn gàng, năng động và dễ phối trong mọi hoàn cảnh.FORM CASUAL – THOẢI MÁI MÀ VẪN GỌN",2234,5,banner_9497f3c6.jpg,,2025-10-19T09:38:15.091111
https://johnhenry.vn/blogs/xu-huong/new-sweater-new-season-am-ap-va-thanh-lich,"NEW SWEATER, NEW SEASON | ẤM ÁP VÀ THANH LỊCH",,2025-10-01,"Mùa Thu – Đông là thời điểm lý tưởng để làm mới phong cách với những chiếc áo len đơn giản nhưng tinh tế. NEW SWEATER, NEW SEASON từ JOHN HENRY mang đến lựa chọn hoàn hảo cho phái mạnh: thiết kế basic, gam màu nhẹ nhàng và chất liệu mềm mại, đủ để bạn thoải mái tận hưởng không khí se lạnh.THIẾT KẾ TỐI GIẢN – DỄ MẶC VÀ",2037,5,banner_508e8b56.jpg,,2025-10-19T09:38:23.492777
https://johnhenry.vn/blogs/xu-huong/energy-in-every-t-shirt,ENERGY IN EVERY T-SHIRT,,2025-09-28,Một chiếc áo thun đơn giản nhưng luôn mang trong mình nguồn năng lượng tươi mới. ENERGY IN EVERY T-SHIRT từ JOHN HENRY được thiết kế để đồng hành cùng bạn trong mọi khoảnh khắc – từ ngày thường bận rộn cho đến những chuyến đi xa nhiều trải nghiệm.TONE MÀU TƯƠI SÁNG – BẮT ĐẦU NGÀY MỚI ĐẦY NĂNG LƯỢNGMàu sắc tươi sáng khô,2269,4,banner_73bc8c84.jpg,,2025-10-19T09:38:31.683117
https://johnhenry.vn/blogs/xu-huong/freelancer-dong-gia-tu-59k,🔥 FREELANCER – ĐỒNG GIÁ TỪ 59K 🔥​,,2025-09-22,"Hàng loạt thiết kế được tuyển chọn – từ áo thun, sơ mi đến chân váy… sẵn sàng nâng cấp outfit hằng ngày mà không lo ",560,1,banner_5c17e3cb.jpg,,2025-10-19T09:38:40.366341
https://johnhenry.vn/blogs/xu-huong/new-jeans-everyday-essential,NEW JEANS | EVERYDAY ESSENTIAL,,2025-09-23,"Một chiếc quần jeans không chỉ đơn thuần là trang phục hàng ngày, mà còn là “người bạn đồng hành” giúp phái mạnh tự tin trong mọi hoàn cảnh. NEW JEANS | EVERYDAY ESSENTIAL từ JOHN HENRY mang đến sự thoải mái, linh hoạt và dễ phối, biến mọi outfit thường ngày trở nên chỉn chu và cuốn hút hơn.FORM VỪA – THOẢI MÁI VÀ TÔN",2421,4,banner_7dc48074.jpg,,2025-10-19T09:38:47.314027
https://johnhenry.vn/blogs/xu-huong/flannel-t-shirt-jeans-basic-ca-tinh,FLANNEL – T-SHIRT – JEANS | BASIC & CÁ TÍNH,,2025-10-04,"Một chút bụi bặm từ flannel kẻ ô, sự thoải mái từ T-shirt basic, kết hợp cùng nét phóng khoáng của jeans form rộng – tất cả hòa quyện để tạo nên outfit đậm chất đường phố, cá tính nhưng vẫn dễ mặc và linh hoạt trong nhiều tình huống.FLANNEL KẺ Ô – BỤI BẶM VÀ NAM TÍNHÁo khoác flannel luôn là item gợi nhớ đến phong cách",2275,5,banner_1ef9139f.jpg,,2025-10-19T09:38:55.223293
https://johnhenry.vn/blogs/xu-huong/freelancer-store-your-style-spot,FREELANCER STORE – YOUR STYLE SPOT ​,,2025-10-09,"Điểm hẹn phong cách cho nàng hiện đại.​​Cuối tuần này, nếu nàng đang tìm một nơi để “refresh lại phong cách”, hãy ghé Freelancer Store – không gian dành riêng cho những cô gái yêu thời trang hiện đại, trẻ trung mà vẫn thanh lịch.​​👗 Tại đây, nàng sẽ dễ dàng tìm thấy mọi item “chuẩn gu”:​Từ áo thun, polo, sơ mi đến váy",1424,6,banner_9985389c.jpg,,2025-10-19T09:39:05.306381
https://johnhenry.vn/blogs/xu-huong/special-gifts-update-happy-vietnamese-business-day,SPECIAL GIFTS UPDATE | HAPPY VIETNAMESE BUSINESS DAY,,2025-10-16,"Từ 16/10 -20/10, JOHN HENRY mang đến thêm lựa chọn quà tặng trong chương trình ưu đãi mừng ngày Doanh nhân Việt Nam, giúp bạn hoàn thiện phong cách và tận hưởng trọn vẹn trải nghiệm mua sắm.Ưu đãi hấp dẫn:Với hóa đơn nguyên giá từ 1.099.000đ – Nhận ngay 01 trong 3 quà tặng:Mắt kính thời trangÁo mưa JOHN HENRYNón bảo hi",907,2,banner_d0dbbfa3.jpg,,2025-10-19T09:39:14.563244
https://johnhenry.vn/blogs/xu-huong/fall-colors-modern-khaki-nam-tinh-va-lich-lam,"FALL COLORS, MODERN KHAKI | NAM TÍNH VÀ LỊCH LÃM",,2025-10-06,"Mùa Thu luôn gợi nhớ đến những gam màu ấm áp và trầm lắng. Chiếc quần khaki màu nâu từ JOHN HENRY chính là điểm nhấn hoàn hảo để mang hơi thở mùa Thu vào outfit thường ngày – vừa nam tính, lịch lãm, vừa năng động và dễ ứng dụng.SẮC NÂU TRẦM – VIBE THU HIỆN ĐẠIKhác với những gam màu sáng trẻ trung hay tối cổ điển, sắc n",2239,4,banner_0c114eb8.jpg,,2025-10-19T09:39:21.598080
https://johnhenry.vn/blogs/xu-huong/form-ao-polo-john-henry,FORM ÁO POLO JOHN HENRY,,2025-09-20,"Áo polo luôn là lựa chọn quen thuộc của phái mạnh – gọn gàng, dễ mặc và hợp nhiều hoàn cảnh. Tại JOHN HENRY, áo polo được thiết kế với nhiều form dáng khác nhau để mỗi người có thể chọn được kiểu phù hợp với vóc dáng và phong cách của mình.SLIM FIT – ÔM GỌN, TRẺ TRUNG VÀ CHỈN CHUSlim fit là kiểu áo polo ôm gọn, tôn dán",1779,1,banner_fd3e1bbe.jpg,,2025-10-19T09:39:29.129637
https://johnhenry.vn/blogs/xu-huong/ivory-piped-polo-fwks25fh04c,"IVORY PIPED POLO – TRẮNG THANH LỊCH, ĐEN CÁ TÍNH​",,2025-09-24,"Một chiếc polo trắng nhưng không hề đơn giản.​Ivory Piped Polo mang đến sự đối lập đầy tinh tế với chi tiết viền đen nổi bật trên nền trắng, tạo nên hiệu ứng thị giác vừa gọn gàng, vừa cá tính.​Đây là lựa chọn lý tưởng cho nàng yêu phong cách minimal nhưng vẫn cần một điểm nhấn riêng. Chỉ cần thay đổi cách mix – quần t",985,4,banner_4d40595b.jpg,,2025-10-19T09:39:36.399386
https://johnhenry.vn/blogs/xu-huong/ao-thun-basic-cut-out-fwts25ss14c,"ASYMMETRY, ALLURE, ATTITUDE ​",,2025-10-08,"Áo thun nữ cách điệu – cho nàng tự tin thể hiện phong cách riêng.​​Không còn là chiếc áo thun đơn giản mỗi ngày.​Thiết kế bất đối xứng độc đáo cùng chi tiết nhún nhẹ tinh tế mang đến điểm nhấn lạ mắt – vừa nữ tính, vừa cá tính.​Form áo vừa vặn, thoải mái, tạo cảm giác tự tin trong mọi chuyển động.​​Dù là đi làm, đi chơ",1162,4,banner_02a409c2.jpg,,2025-10-19T09:39:44.319858
https://johnhenry.vn/blogs/xu-huong/freelacer-sale-up-to-50-22-28-09,END OF SEPTEMBER - SALE UP TO 50% OFF ​,,2025-09-22,"Tháng 9 khép lại, ưu đãi “đỉnh nóc kịch trần” dành riêng cho nàng tại FREELANCER đã sẵn sàng! 🌸​​🔥 Giảm giá lên đến 50% – áp dụng Offline & Online từ 22/09 – 28/09.​​Đây chính là thời điểm tuyệt vời để nàng làm mới tủ đồ với những thiết kế thanh lịch, cá tính và cực kỳ dễ phối.​⚡ Lưu ý:​Không áp dụng đổi trả​Khôn",571,1,banner_50ce4db4.jpg,,2025-10-19T09:39:52.001524
https://johnhenry.vn/blogs/xu-huong/autumn-season-sale-25-off-all-items,AUTUMN SEASON SALE – 25% OFF ALL ITEMS​,,2025-09-22,"Chào mùa Thu với ưu đãi ngập tràn, cơ hội để bạn làm mới phong cách cùng ưu đãi siêu hấp dẫn.​▪️ Thời gian: 22/09 – 28/09/2025​▪️ Áp dụng tại: các cửa hàng JOHN HENRY khu vực Hà Nội​▪️ Ưu đãi dành cho bạn: GIẢM NGAY  25% TẤT CẢ SẢN PHẨM trong BST năm 2024 & 2025​Điều kiện áp dụng:​▪️ Không áp dụng đổi trả​▪️ Không á",1195,2,banner_2efdca2e.jpg,,2025-10-19T09:39:59.155315
